,train_losses,val_losses,train_acc,val_acc
59,0.028474488025613,0.22237794775033,0.995,0.6796875
60,0.0257822497995949,0.227936832423654,0.99375,0.658854166666667
61,0.0243114460873417,0.227160819113806,0.99875,0.6640625
62,0.0289395752156464,0.225651056587928,0.9925,0.658854166666667
63,0.0261816284340784,0.226072844885562,0.995,0.671875
64,0.0285218542578691,0.228164420464517,0.98875,0.6484375
65,0.0258634118673817,0.228530445851148,0.995,0.661458333333333
66,0.0244958599034348,0.227052908220168,0.9975,0.661458333333333
67,0.0264064251923812,0.227031295114864,0.99625,0.65625
68,0.0265814314606741,0.228863523673069,0.995,0.661458333333333
69,0.0271442183623833,0.227633277355343,0.99375,0.658854166666667
70,0.0228443322402736,0.231610902737782,1,0.6640625
71,0.0220759572843424,0.227577712062267,1,0.653645833333333
72,0.0287079334032791,0.228923379809715,0.99625,0.651041666666667
73,0.0260881606293742,0.227287602137653,0.99625,0.653645833333333
74,0.0237600583864087,0.226400718153074,0.995,0.666666666666667
75,0.0256616284235411,0.225221758917329,0.99375,0.666666666666667
76,0.0264799602041085,0.224993853134716,0.99125,0.671875
77,0.0253755675968504,0.231908208418065,0.99875,0.658854166666667
78,0.0248238656701646,0.220938657156722,0.995,0.669270833333333
79,0.0219204169012619,0.230737750853081,1,0.65625
80,0.024785426162437,0.22934136119732,0.99375,0.661458333333333
81,0.0233178295567723,0.230013910840423,0.99875,0.661458333333333
82,0.025150768140677,0.232404608737386,0.98625,0.6484375
83,0.0212262939814964,0.234005545047656,0.9975,0.658854166666667
84,0.0240910520875232,0.224760635442311,0.99375,0.661458333333333
85,0.0251987495797321,0.231553008141375,0.99375,0.653645833333333
86,0.0249472060037615,0.223849993344678,0.98875,0.669270833333333
87,0.0234122092086038,0.230579048308101,0.9975,0.651041666666667
88,0.0252795450816743,0.225473570594795,0.995,0.666666666666667
89,0.0235573293476896,0.234199141390976,0.99375,0.661458333333333
90,0.0206470195887347,0.232372798944989,1,0.661458333333333
91,0.0220475141112638,0.226448922279837,0.99875,0.661458333333333
92,0.0227187679822141,0.222290432288497,0.9975,0.671875
93,0.021429721808277,0.226930213638898,1,0.669270833333333
94,0.0256939235081322,0.227526379683163,0.9925,0.666666666666667
95,0.023312991203582,0.227781492344963,0.9975,0.661458333333333
96,0.0215600494523458,0.231114649342836,0.995,0.666666666666667
97,0.0220944469294391,0.227959578529207,0.9975,0.6640625
98,0.0202546135469142,0.226993128796209,1,0.674479166666667
99,0.0218261797386158,0.234563272927935,0.99625,0.658854166666667
